Term,ECSS Standards,Branches
fault voltage emission,['ECSS_E_ST_20_20C'],['E']
fault voltage tolerance,['ECSS_E_ST_20_20C'],['E']
feature,"['ECSS_E_ST_20_20C', 'ECSS_Q_ST_70_39C']","['E', 'Q']"
heater latching current limiter,['ECSS_E_ST_20_20C'],['E']
input filter charge time,['ECSS_E_ST_20_20C'],['E']
input overshoot charge,['ECSS_E_ST_20_20C'],['E']
latching current limiter,"['ECSS_E_ST_20_20C', 'ECSS_E_ST_20C']",['E']
lcl class,['ECSS_E_ST_20_20C'],['E']
lcl switch dissipative failure,['ECSS_E_ST_20_20C'],['E']
nominal condition,['ECSS_E_ST_20_20C'],['E']
repetitive overload,['ECSS_E_ST_20_20C'],['E']
retriggerable latching current limiter,['ECSS_E_ST_20_20C'],['E']
retriggerability,['ECSS_E_ST_20_20C'],['E']
retrigger interval,['ECSS_E_ST_20_20C'],['E']
rlcl class,['ECSS_E_ST_20_20C'],['E']
sub-feature,['ECSS_E_ST_20_20C'],['E']
switch-on capability,['ECSS_E_ST_20_20C'],['E']
switch-on response time,['ECSS_E_ST_20_20C'],['E']
uvp switch-off response time,['ECSS_E_ST_20_20C'],['E']
time to current overshoot,['ECSS_E_ST_20_20C'],['E']
trip-off,['ECSS_E_ST_20_20C'],['E']
trip-off time,['ECSS_E_ST_20_20C'],['E']
undervoltage protection,['ECSS_E_ST_20_20C'],['E']
acceptance notification,['ECSS_E_ST_70_41C'],['E']
acceptance verification report,['ECSS_E_ST_70_41C'],['E']
capability,"['ECSS_E_ST_70_41C', 'ECSS_S_ST_00_01C']","['E', 'S']"
data report,['ECSS_E_ST_70_41C'],['E']
event report,['ECSS_E_ST_70_41C'],['E']
execution notification,['ECSS_E_ST_70_41C'],['E']
execution verification report,['ECSS_E_ST_70_41C'],['E']
instruction,['ECSS_E_ST_70_41C'],['E']
notification,['ECSS_E_ST_70_41C'],['E']
object path,['ECSS_E_ST_70_41C'],['E']
on-board file system,['ECSS_E_ST_70_41C'],['E']
on-board memory,['ECSS_E_ST_70_41C'],['E']
on-board parameter,['ECSS_E_ST_70_41C'],['E']
report,['ECSS_E_ST_70_41C'],['E']
repository path,['ECSS_E_ST_70_41C'],['E']
routing notification,['ECSS_E_ST_70_41C'],['E']
routing verification report,['ECSS_E_ST_70_41C'],['E']
service,"['ECSS_E_ST_70_41C', 'ECSS_E_ST_40_07C', 'ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
subservice,['ECSS_E_ST_70_41C'],['E']
subservice entity,['ECSS_E_ST_70_41C'],['E']
subservice provider,['ECSS_E_ST_70_41C'],['E']
subservice user,['ECSS_E_ST_70_41C'],['E']
verification report,['ECSS_E_ST_70_41C'],['E']
alignment reference frame,"['ECSS_E_ST_60_21C', 'ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
angle quantisation error,['ECSS_E_ST_60_21C'],['E']
angular increment,['ECSS_E_ST_60_21C'],['E']
angular random walk,['ECSS_E_ST_60_21C'],['E']
angular rate,['ECSS_E_ST_60_21C'],['E']
angular white noise,['ECSS_E_ST_60_21C'],['E']
anti-aliasing filter,['ECSS_E_ST_60_21C'],['E']
bias,"['ECSS_E_ST_60_21C', 'ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
bias instability,['ECSS_E_ST_60_21C'],['E']
calibration,"['ECSS_E_ST_60_21C', 'ECSS_S_ST_00_01C']","['E', 'S']"
configuration status,['ECSS_E_ST_60_21C'],['E']
cumulated angular increments,['ECSS_E_ST_60_21C'],['E']
deadband,['ECSS_E_ST_60_21C'],['E']
frequency bandwidth,['ECSS_E_ST_60_21C'],['E']
frozen outputs,['ECSS_E_ST_60_21C'],['E']
health status,['ECSS_E_ST_60_21C'],['E']
input axis misalignment,['ECSS_E_ST_60_21C'],['E']
input range,['ECSS_E_ST_60_21C'],['E']
mechanical reference frame,"['ECSS_E_ST_60_21C', 'ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
multiple-axis configuration,['ECSS_E_ST_60_21C'],['E']
rate random walk,['ECSS_E_ST_60_21C'],['E']
scale factor error,['ECSS_E_ST_60_21C'],['E']
scale factor non linearity,['ECSS_E_ST_60_21C'],['E']
scale factor non linearity error,['ECSS_E_ST_60_21C'],['E']
sensing reference frame,['ECSS_E_ST_60_21C'],['E']
sensitivity,['ECSS_E_ST_60_21C'],['E']
single-axis configuration,['ECSS_E_ST_60_21C'],['E']
start-up phase,['ECSS_E_ST_60_21C'],['E']
stimulation,['ECSS_E_ST_60_21C'],['E']
validity flag,['ECSS_E_ST_60_21C'],['E']
warm-up duration,['ECSS_E_ST_60_21C'],['E']
capillary driven loop,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
capillary pumped loop,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
constant conductance heat pipe,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
dry-out,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
effective length,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
exposure temperature range,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
heat pipe,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
heat pipe diode,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
loop heat pipe,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
heat transport capability,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
mechanical pump driven loop,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
product life cycle,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
reflux mode,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
start-up,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
sub-cooling,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
thermal performance temperature range,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
tilt for hp,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
tilt for lhp,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
two-phase heat transport equipment,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
two-phase loop,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
variable conductance heat pipe,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
all fire,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
arm plug receptacle,['ECSS_E_ST_33_11CRev1'],['E']
armed,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
cartridge,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
charge,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
deflagration,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
detonation,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
detonator,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
electro-explosive device,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
end-user,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
energetic material,['ECSS_E_ST_33_11CRev1'],['E']
explosively actuated device,['ECSS_E_ST_33_11CRev1'],['E']
explosive train,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
explosive component,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
explosive function,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
explosive subsystem,['ECSS_E_ST_33_11CRev1'],['E']
fail operational,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
fail safe,"['ECSS_E_ST_33_11CRev1', 'ECSS_Q_ST_40CRev1']","['E', 'Q']"
gas generators,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
lot,"['ECSS_E_ST_33_11CRev1', 'ECSS_Q_ST_70_04C', 'ECSS_S_ST_00_01C', 'ECSS_E_ST_33_11C']","['E', 'Q', 'S']"
lot acceptance,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
no fire,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
packaged charge,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
pyrotechnic device,['ECSS_E_ST_33_11CRev1'],['E']
pyromechanism,['ECSS_E_ST_33_11CRev1'],['E']
safe,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
secondary characteristic,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
sequential firing,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
success,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
sympathetic firing,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
transfer line,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
through-bulkhead initiator,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
data exchange,['ECSS_E_ST_31_04C'],['E']
dataset,['ECSS_E_ST_31_04C'],['E']
exchange structure,['ECSS_E_ST_31_04C'],['E']
population,['ECSS_E_ST_31_04C'],['E']
reader,['ECSS_E_ST_31_04C'],['E']
source format,['ECSS_E_ST_31_04C'],['E']
target format,['ECSS_E_ST_31_04C'],['E']
valid population,['ECSS_E_ST_31_04C'],['E']
writer,['ECSS_E_ST_31_04C'],['E']
active lane,['ECSS_E_ST_50_11C'],['E']
asymmetric link,['ECSS_E_ST_50_11C'],['E']
available bandwidth,['ECSS_E_ST_50_11C'],['E']
bandwidth credit,['ECSS_E_ST_50_11C'],['E']
bandwidth credit limit,['ECSS_E_ST_50_11C'],['E']
bandwidth utilisation,['ECSS_E_ST_50_11C'],['E']
bi-directional lane,['ECSS_E_ST_50_11C'],['E']
bit error rate,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
bit interval,['ECSS_E_ST_50_11C'],['E']
broadcast frame,['ECSS_E_ST_50_11C'],['E']
broadcast message,['ECSS_E_ST_50_11C'],['E']
cargo,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
character,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
coding,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
comma,['ECSS_E_ST_50_11C'],['E']
configuration port,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
configuration node,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
continuous mode,['ECSS_E_ST_50_11C'],['E']
control character,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
control symbol,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
control word,['ECSS_E_ST_50_11C'],['E']
current running disparity,['ECSS_E_ST_50_11C'],['E']
data frame,['ECSS_E_ST_50_11C'],['E']
data link layer,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
data link layer control word,['ECSS_E_ST_50_11C'],['E']
data rate,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
data-receiving lane,['ECSS_E_ST_50_11C'],['E']
data segment,['ECSS_E_ST_50_11C'],['E']
data-sending lane,['ECSS_E_ST_50_11C'],['E']
data signalling rate,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
data symbol,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
data word,['ECSS_E_ST_50_11C'],['E']
decoding,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
device,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_16C', 'ECSS_Q_ST_70_38CRev1Corr1']","['E', 'Q']"
de­serialisation,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
deserialiser,['ECSS_E_ST_50_11C'],['E']
destination,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
destination address,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
destination node,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
disparity,['ECSS_E_ST_50_11C'],['E']
driver,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
d-code,['ECSS_E_ST_50_11C'],['E']
d-symbol,['ECSS_E_ST_50_11C'],['E']
d/k flag,['ECSS_E_ST_50_11C'],['E']
end-point,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
farendactive,['ECSS_E_ST_50_11C'],['E']
fill,['ECSS_E_ST_50_11C'],['E']
flow control token,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
header deletion,['ECSS_E_ST_50_11C'],['E']
host interface,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
host system,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
hot redundant lane,['ECSS_E_ST_50_11C'],['E']
idle frame,['ECSS_E_ST_50_11C'],['E']
inactive lane,['ECSS_E_ST_50_11C'],['E']
initialisation comma,['ECSS_E_ST_50_11C'],['E']
input port,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
invalid symbol,['ECSS_E_ST_50_11C'],['E']
jitter,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
k-code,['ECSS_E_ST_50_11C'],['E']
k-symbol,['ECSS_E_ST_50_11C'],['E']
lane,['ECSS_E_ST_50_11C'],['E']
lane layer control word,['ECSS_E_ST_50_11C'],['E']
lanereset,['ECSS_E_ST_50_11C'],['E']
lanestart,['ECSS_E_ST_50_11C'],['E']
leading data character,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
line driver,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
line receiver,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
link,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_16C', 'ECSS_E_ST_50_12C']",['E']
link bandwidth,['ECSS_E_ST_50_11C'],['E']
link reset,['ECSS_E_ST_50_11C'],['E']
management parameter,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
multi-lane layer control word,['ECSS_E_ST_50_11C'],['E']
multi-lane link,['ECSS_E_ST_50_11C'],['E']
n-char,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
negative bandwidth credit limit,['ECSS_E_ST_50_11C'],['E']
negative disparity,['ECSS_E_ST_50_11C'],['E']
network,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12C']",['E']
network manager,['ECSS_E_ST_50_11C'],['E']
neutral disparity,['ECSS_E_ST_50_11C'],['E']
node,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_16C', 'ECSS_E_ST_50_12C']",['E']
normalised expected bandwidth,['ECSS_E_ST_50_11C'],['E']
nosignal,['ECSS_E_ST_50_11C'],['E']
output port,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
pad,"['ECSS_E_ST_50_11C', 'ECSS_Q_ST_70_08C']","['E', 'Q']"
parallel interface,['ECSS_E_ST_50_11C'],['E']
permanent error,['ECSS_E_ST_50_11C'],['E']
persistent error,['ECSS_E_ST_50_11C'],['E']
physical layer,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
point to point link,['ECSS_E_ST_50_11C'],['E']
port,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
port of arrival,['ECSS_E_ST_50_11C'],['E']
positive bandwidth credit limit,['ECSS_E_ST_50_11C'],['E']
positive disparity,['ECSS_E_ST_50_11C'],['E']
previous port of arrival,['ECSS_E_ST_50_11C'],['E']
priority precedence,['ECSS_E_ST_50_11C'],['E']
ready virtual channel,['ECSS_E_ST_50_11C'],['E']
receive error indication control word,['ECSS_E_ST_50_11C'],['E']
receive only lane,['ECSS_E_ST_50_11C'],['E']
receiver,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
receiving row,['ECSS_E_ST_50_11C'],['E']
reserved bandwidth,['ECSS_E_ST_50_11C'],['E']
reset,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
return loss,['ECSS_E_ST_50_11C'],['E']
router,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_Q_ST_70_39C', 'ECSS_E_ST_50_12C']","['E', 'Q']"
routing switch,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
routing table,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
row,['ECSS_E_ST_50_11C'],['E']
schedule,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_40_07C']",['E']
segment,"['ECSS_E_ST_50_11C', 'ECSS_S_ST_00_01C']","['E', 'S']"
sending row,['ECSS_E_ST_50_11C'],['E']
serialisation,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
serialiser,['ECSS_E_ST_50_11C'],['E']
signal,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
skew,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
source,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_40_07C', 'ECSS_E_ST_50CRev1', 'ECSS_E_ST_50_12C', 'ECSS_E_ST_50C']",['E']
source node,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
spacefibre interface,['ECSS_E_ST_50_11C'],['E']
spacefibre port,['ECSS_E_ST_50_11C'],['E']
switch matrix,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
symbol,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
symbol word,['ECSS_E_ST_50_11C'],['E']
time-slot,['ECSS_E_ST_50_11C'],['E']
transient error,['ECSS_E_ST_50_11C'],['E']
transmission medium,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
transmit only lane,['ECSS_E_ST_50_11C'],['E']
transmitter,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
transmitting lane,['ECSS_E_ST_50_11C'],['E']
unidirectional lane,['ECSS_E_ST_50_11C'],['E']
unrecognised symbol,['ECSS_E_ST_50_11C'],['E']
used bandwidth,['ECSS_E_ST_50_11C'],['E']
valid symbol,['ECSS_E_ST_50_11C'],['E']
virtual channel,['ECSS_E_ST_50_11C'],['E']
virtual network,['ECSS_E_ST_50_11C'],['E']
allocated output port,['ECSS_E_ST_50_12CRev1'],['E']
"after 6,4 μs",['ECSS_E_ST_50_12CRev1'],['E']
"after 12,8 μs",['ECSS_E_ST_50_12CRev1'],['E']
autostart,['ECSS_E_ST_50_12CRev1'],['E']
broadcast code,['ECSS_E_ST_50_12CRev1'],['E']
broadcast code identifier,['ECSS_E_ST_50_12CRev1'],['E']
control code,"['ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
data­strobe,['ECSS_E_ST_50_12CRev1'],['E']
disconnect,['ECSS_E_ST_50_12CRev1'],['E']
distributed interrupt,['ECSS_E_ST_50_12CRev1'],['E']
distributed interrupt code,['ECSS_E_ST_50_12CRev1'],['E']
driver ground,['ECSS_E_ST_50_12CRev1'],['E']
encoding layer,['ECSS_E_ST_50_12CRev1'],['E']
error recovery scheme,"['ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
esc,['ECSS_E_ST_50_12CRev1'],['E']
esc error,['ECSS_E_ST_50_12CRev1'],['E']
fifo port,['ECSS_E_ST_50_12CRev1'],['E']
fall time,['ECSS_E_ST_50_12CRev1'],['E']
first null,['ECSS_E_ST_50_12CRev1'],['E']
gotbc,['ECSS_E_ST_50_12CRev1'],['E']
gotfct,['ECSS_E_ST_50_12CRev1'],['E']
gotnchar,['ECSS_E_ST_50_12CRev1'],['E']
gotnull,['ECSS_E_ST_50_12CRev1'],['E']
group adaptive routing,['ECSS_E_ST_50_12CRev1'],['E']
interrupt acknowledgement code,['ECSS_E_ST_50_12CRev1'],['E']
interrupt code,['ECSS_E_ST_50_12CRev1'],['E']
interrupt destination,['ECSS_E_ST_50_12CRev1'],['E']
interrupt handler,['ECSS_E_ST_50_12CRev1'],['E']
interrupt identifier,['ECSS_E_ST_50_12CRev1'],['E']
interrupt relay register,['ECSS_E_ST_50_12CRev1'],['E']
interrupt source,['ECSS_E_ST_50_12CRev1'],['E']
l-char,['ECSS_E_ST_50_12CRev1'],['E']
link character,['ECSS_E_ST_50_12CRev1'],['E']
linkdisabled,['ECSS_E_ST_50_12CRev1'],['E']
link error,['ECSS_E_ST_50_12CRev1'],['E']
link receiver,"['ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
linkstart,['ECSS_E_ST_50_12CRev1'],['E']
link transmitter,"['ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
low voltage differential signalling,"['ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
multicast,"['ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_16C']",['E']
multicast set,['ECSS_E_ST_50_12CRev1'],['E']
network level,"['ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
normal-character,"['ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
null,['ECSS_E_ST_50_12CRev1'],['E']
port reset,['ECSS_E_ST_50_12CRev1'],['E']
receive error,['ECSS_E_ST_50_12CRev1'],['E']
receive fifo,['ECSS_E_ST_50_12CRev1'],['E']
receiver ground,['ECSS_E_ST_50_12CRev1'],['E']
rise time,['ECSS_E_ST_50_12CRev1'],['E']
spacewire interface,['ECSS_E_ST_50_12CRev1'],['E']
spacewire network,['ECSS_E_ST_50_12CRev1'],['E']
spacewire node,['ECSS_E_ST_50_12CRev1'],['E']
spacewire port,['ECSS_E_ST_50_12CRev1'],['E']
time­code,['ECSS_E_ST_50_12CRev1'],['E']
time-code master,['ECSS_E_ST_50_12CRev1'],['E']
time-code master node,['ECSS_E_ST_50_12CRev1'],['E']
time-code register,['ECSS_E_ST_50_12CRev1'],['E']
time-code value,['ECSS_E_ST_50_12CRev1'],['E']
transmit fifo,['ECSS_E_ST_50_12CRev1'],['E']
aluminium equivalent thickness,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
auroral zone,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
deep-dielectric charging,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
dielectric,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
downstream,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
electrostatic,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
electrostatic breakdown,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
electrostatic discharge,"['ECSS_E_ST_20_06CRev1', 'ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C', 'ECSS_E_ST_20_06C']","['E', 'Q']"
external charging,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
flashover current,['ECSS_E_ST_20_06CRev1'],['E']
insulator,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
internal charging,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
internal dielectric charging,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
ion engine,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
l shell,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
outgassing rate,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C', 'ECSS_E_ST_10_04C']",['E']
primary discharge,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
radiation belt,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
ram,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
secondary arc,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
surface charging,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
tether,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
thruster,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
upstream,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
wake,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
local design factor,"['ECSS_E_ST_32_10CRev2Corr1', 'ECSS_E_ST_32_10CRev1', 'ECSS_E_ST_32_10CRev2']",['E']
margin policy factor,"['ECSS_E_ST_32_10CRev2Corr1', 'ECSS_E_ST_32_10CRev1', 'ECSS_E_ST_32_10CRev2']",['E']
model factor,"['ECSS_E_ST_32_10CRev2Corr1', 'ECSS_E_ST_32_10CRev1', 'ECSS_E_ST_32_10CRev2']",['E']
project factor,"['ECSS_E_ST_32_10CRev2Corr1', 'ECSS_E_ST_32_10CRev1', 'ECSS_E_ST_32_10CRev2']",['E']
prototype test,"['ECSS_E_ST_32_10CRev2Corr1', 'ECSS_E_ST_32_10CRev1', 'ECSS_E_ST_32_10CRev2']",['E']
protoflight test,"['ECSS_E_ST_32_10CRev2Corr1', 'ECSS_E_ST_32_10CRev1', 'ECSS_E_ST_32_10CRev2']",['E']
