ECSS Source Reference,ID,RequirementText,_class_,Context
ECSS_E_ST_40C,ECSS-E-ST-40_0860253,ird shall describe item limit supplier option design develop interface software,V, context_IRD_ECSS_E_ST_40C  context_interface_E context_software_ECSS_E_ST_40C context_design_ECSS context_supplier_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860258,ird shall list make reference exist assumption dependency,V, context_IRD_ECSS_E_ST_40C  context_reference_E 
ECSS_E_ST_40C,ECSS-E-ST-40_0860259,requirement shall uniquely identify,M,  context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860260,ird shall list external interface requirement specify interface behaviour associate performance,V, context_IRD_ECSS_E_ST_40C  context_interface_E context_external_interface_E context_performance_ECSS context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860261,ird shall define interface requirement impose system system level interface requirement softwarehardware interface system level data interface communication interface hardware interface software interface hmi,V, context_IRD_ECSS_E_ST_40C  context_interface_E context_system_E context_software_ECSS_E_ST_40C context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860262,ird shall list external data vary accord operational need sitedependant data,V, context_IRD_ECSS_E_ST_40C  context_need_E context_operational_ECSS_E_ST_40C 
ECSS_E_ST_40C,ECSS-E-ST-40_0860263,ird shall describe necessary validation requirement specify support demonstration software requirement meet,V, context_IRD_ECSS_E_ST_40C  context_software_ECSS_E_ST_40C context_validation_ECSS_E_ST_40C context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860264,identify requirement validation method shall include,M, context_For_E  context_validation_ECSS_E_ST_40C context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860267,sr shall list applicable reference document support generation document,V, context_SRS_E  context_reference_E 
ECSS_E_ST_40C,ECSS-E-ST-40_0860269,sr shall describe purpose product,V, context_SRS_E  context_product_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860270,sr shall summarize physical environment target system hardware environment target system operate environment target system,V, context_SRS_E  context_environment_E context_system_E context_target_E 
ECSS_E_ST_40C,ECSS-E-ST-40_0860271,sr shall describe detail product relationship system,V, context_SRS_E  context_system_E context_product_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860272,product component integrate hw–sw product sr shall summarize essential characteristic larger product list hw sw component software interface summarize computer hardware peripheral equipment use,V, context_HW_ECSS_E_ST_40C context_SW_ECSS_E_ST_40C context_SRS_E  context_component_E context_interface_E context_software_ECSS_E_ST_40C context_equipment_ECSS context_product_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860276,requirement shall uniquely identify,M,  context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860277,requirement express model supplier shall establish way assign identifier within model sake traceability,M,  context_model_E context_requirement_ECSS context_supplier_ECSS context_traceability_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860278,traceability information requirement derive higher level documentation applicable higher level requirement shall state note document trace provide automatically tool model use express requirement,M,  context_model_E context_requirement_ECSS context_traceability_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860280,sr shall describe capability provide software item definition,V, context_SRS_E  context_software_ECSS_E_ST_40C context_software_item_ECSS_E_ST_40C context_capability_E 
ECSS_E_ST_40C,ECSS-E-ST-40_0860281,sr shall provide applicable link requirement system state mode,V, context_SRS_E  context_system_E context_mode_E context_link_E context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860282,functional requirement shall group subject accordance logical model organization eg per control subsystem,V,  context_subsystem_E context_logical_model_ECSS_E_ST_40C context_model_E context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860284,sr shall describe functional requirement relate software safety dependability,V, context_SRS_E  context_software_ECSS_E_ST_40C context_dependability_ECSS context_requirement_ECSS context_safety_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860285,sr shall list specific requirement specify performance software item definition,V, context_SRS_E  context_software_ECSS_E_ST_40C context_software_item_ECSS_E_ST_40C context_performance_ECSS context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860286,sr shall list describe reference icd software item external interface,V, context_SRS_E  context_interface_E context_software_ECSS_E_ST_40C context_software_item_ECSS_E_ST_40C context_external_interface_E context_reference_E 
ECSS_E_ST_40C,ECSS-E-ST-40_0860290,sr shall list specific requirement related operation software intend environment,V, context_SRS_E  context_environment_E context_operation_E context_software_ECSS_E_ST_40C context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860293,sr shall describe resource requirement related software hardware requirement target hardware software specify operate follow list requirement relevant hardware environment software specify operate list size timing requirement applicable software item specification description computer software use software specification incorporate software item eg operating system software item reuse description real time constraint respect eg time management respect handle input data loss validity,V, context_SRS_E  context_constraint_E context_environment_E context_specification_E context_system_E context_software_ECSS_E_ST_40C context_software_item_ECSS_E_ST_40C context_target_E context_resource_E context_validity_E context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860294,sr shall list requirement drive design software item specification identify implementation constraint,V, context_SRS_E  context_constraint_E context_specification_E context_software_ECSS_E_ST_40C context_software_item_ECSS_E_ST_40C context_design_ECSS context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860295,requirement applicable follow item shall include software standard eg applicable coding standard development standard design requirement specific design method apply minimize number critical software component see ecssqst requirement relevant numerical accuracy management design requirement relevant in–flight modification software item specific design requirement apply software specify design intend reuse specific constraint induce reused software eg cot free software open source,V,  context_constraint_E context_component_E context_critical_software_ECSS_E_ST_40C context_software_ECSS_E_ST_40C context_software_component_ECSS_E_ST_40C context_software_item_ECSS_E_ST_40C context_accuracy_E context_coding_E context_source_E context_critical_E context_design_ECSS context_development_ECSS context_requirement_ECSS context_standard_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860296,sr shall describe security privacy requirement applicable software item,V, context_SRS_E  context_software_ECSS_E_ST_40C context_software_item_ECSS_E_ST_40C context_requirement_ECSS context_security_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860297,sr shall list portability requirement applicable software item,V, context_SRS_E  context_portability_ECSS_E_ST_40C context_software_ECSS_E_ST_40C context_software_item_ECSS_E_ST_40C context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860298,sr shall list quality requirement applicable software item,V, context_SRS_E  context_software_ECSS_E_ST_40C context_software_item_ECSS_E_ST_40C context_quality_ECSS context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860299,sr shall list reliability requirement applicable software item,V, context_SRS_E  context_software_ECSS_E_ST_40C context_software_item_ECSS_E_ST_40C context_reliability_ECSS context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860300,sr shall list maintainability requirement applicable software item,V, context_SRS_E  context_software_ECSS_E_ST_40C context_software_item_ECSS_E_ST_40C context_maintainability_ECSS context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860301,sr shall list safety requirement applicable software item,V, context_SRS_E  context_software_ECSS_E_ST_40C context_software_item_ECSS_E_ST_40C context_requirement_ECSS context_safety_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860302,sr shall list requirement applicable select delivery medium software configuration applicable software item,V, context_SRS_E  context_software_ECSS_E_ST_40C context_software_item_ECSS_E_ST_40C context_configuration_E context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860303,sr shall list requirement relate specific data format structure exchange system database requirement allow take account eg flight software mission product specific constraint,V, context_SRS_E  context_constraint_E context_mission_E context_structure_E context_system_E context_software_ECSS_E_ST_40C context_product_ECSS context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860304,sr shall list requirement applicable personnel specific software product definition manual operation human–equipment interaction constraint personnel concentrate human attention area sensitive human error train human factor engineering,V, context_SRS_E  context_constraint_E context_operation_E context_software_ECSS_E_ST_40C context_product_ECSS context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860305,sr shall list requirement applicable adaptation data specific installation,V, context_SRS_E  context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860306,sr shall describe per uniquely identify requirement validation approach,V, context_SRS_E  context_validation_ECSS_E_ST_40C context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860308,sr shall report traceability matrix upper level specification requirement requirement contain forward traceability table requirement contain upper level applicable specification backward traceability table,V, context_SRS_E  context_specification_E context_report_E context_requirement_ECSS context_traceability_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860668,system specification defines product component parent system project ss list activity support external system,V, context_SSS_E  context_specification_E context_component_E context_system_E context_activity_E context_product_ECSS context_project_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860669,give requirement need take account software validation requirement baseline clearly identify note matrix requirement validation method correlation table use state validation method applicable requirement information split information validation requirement information acceptance requirement depend upon project need,M,  context_need_E context_correlation_E context_software_ECSS_E_ST_40C context_validation_ECSS_E_ST_40C context_acceptance_ECSS context_baseline_ECSS context_project_ECSS context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860673,system specification defines product component parent system project ird list activity support external system,V, context_IRD_ECSS_E_ST_40C  context_specification_E context_component_E context_system_E context_activity_E context_product_ECSS context_project_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860676,sr provide background information seek justify constraint,V, context_SRS_E  context_constraint_E 
ECSS_E_ST_40C,ECSS-E-ST-40_0860677,requirement may characterize example essential priority level prepare incremental delivery stable,M,  context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860678,requirement definition organize accord follow general input output processing,M,  context_requirement_ECSS 
ECSS_E_ST_40C,ECSS-E-ST-40_0860679,information specify include least specified operational mode mode transition software case man–machine interaction intend use scenario,M,  context_operational_ECSS_E_ST_40C context_software_ECSS_E_ST_40C context_mode_E context_mode_transition_E 
ECSS_E_ST_60_10C,ECSS-E-ST-60-10_1020001,specification performance shall consist quantity constrain note usually do specify appropriate index ape mpe rpe pde pre define note element need fully describe constrain quantity list example associate timescales mpe rpe allow range quantity probability quantity lie within specified range note often call confidence level see interpretation probability note often refer statistical interpretation see annex note way specify statistical interpretation describe,M, context_MPE_ECSS_E_ST_60_10C  context_need_E context_specification_E context_confidence_level_E context_element_ECSS context_performance_ECSS 
ECSS_E_ST_60_10C,ECSS-E-ST-60-10_1020002,specify requirement knowledge performance follow element shall specify quantity constrain note usually do specify appropriate index ake mke rke define note element need fully describe constrain quantity list example associate timescales mke rke allow range quantity probability quantity lie within specified range note often call confidence level see interpretation probability note often refer statistical interpretation see annex note way specify statistical interpretation describe condition requirement applies note condition requirement refers state knowledge onboard ground post processing post processing explain annex,M, context_MKE_ECSS_E_ST_60_10C  context_need_E context_condition_E context_confidence_level_E context_element_ECSS context_performance_ECSS context_requirement_ECSS 
ECSS_E_ST_60_10C,ECSS-E-ST-60-10_1020003,general case probabilities shall express fraction percentage,M,  
ECSS_E_ST_60_10C,ECSS-E-ST-60-10_1020004,use n notation express probability shall restrict case hypothesis gaussian distribution hold note example general case pc pc acceptable pc indeed n format assume gaussian distribution use notation general statistical distribution cause wrong assumption make gaussian bound twice far mean bound relation hold general distribution note upon certain condition assumption gaussian distribution exclude priory example central limit theorem state sum large number independent identicallydistributed random variable approximately normally distribute,M, context_For_E  context_condition_E 
ECSS_E_ST_60_10C,ECSS-E-ST-60-10_1020005,specify statistical interpretation shall state variable vary across possible range set worst case note commonly use interpretation temporal ensemble mixed extreme case inappropriate situation annex discus,M,  
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920001,acquisition command shall supply minimum set input,F,  context_command_E 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920002,sensor cartography capability shall follow minimum output star position measurement date,F,  context_capability_E context_cartography_ECSS_E_ST_60_20CRev2 context_measurement_date_ECSS_E_ST_60_20CRev2 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920003,star image measure detectorfixed frame boresight reference frame brf output shall convert boresight reference frame brf,F,  context_frame_E context_boresight_reference_frame_ECSS_E_ST_60_20CRev2 context_star_image_ECSS_E_ST_60_20CRev2 context_reference_E 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920004,date measurement shall express scalar number indicate delay relative know external time reference agree customer,NF,  context_reference_E context_customer_ECSS 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920005,minimum set input supply order initialize star track shall initial star position angular rate validity date,F,  context_angular_rate_E context_validity_ECSS_E_ST_60_20CRev2 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920006,aid track data specify shall supply regularly spacecraft update rate accuracy agree customer,F, context_For_ECSS_E_ST_60_20CRev2  context_spacecraft_E context_accuracy_E context_customer_ECSS 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920007,unit input shall indicate,F,  context_unit_E 
ECSS_E_ST_60_20CRev1,ECSS-E-ST-60-20_0920008,sensor star track capability shall follow minimum output position star image respect sensordefined reference frame focal length star position detector chip output unit length measurement date note initial selection star image track sensor include within capability sometimes do without assistance external sensor note output parameterization star image position boresight reference frame brf give two measure angular rotation define transformation brf star stellar reference frame srf note capability imply autonomously identify star image image track explicitly identify unit however include ability maintain identification star image correctly update coordinate image move across detector due angular rate sensor,F, context_BRF_ECSS_E_ST_60_20CRev1  context_frame_E context_unit_E context_chip_E context_capability_E context_angular_rate_E context_detector_ECSS_E_ST_60_20CRev1 context_boresight_reference_frame_ECSS_E_ST_60_20CRev1 context_stellar_reference_frame_ECSS_E_ST_60_20CRev1 context_measurement_date_ECSS_E_ST_60_20CRev1 context_star_image_ECSS_E_ST_60_20CRev1 context_reference_E 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920008,sensor star track capability shall follow minimum output position star image respect sensordefined reference frame focal length star position detector chip output unit length measurement date,F,  context_frame_E context_unit_E context_chip_E context_capability_E context_detector_ECSS_E_ST_60_20CRev2 context_measurement_date_ECSS_E_ST_60_20CRev2 context_star_image_ECSS_E_ST_60_20CRev2 context_reference_E 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920009,minimum set input supply order initialize autonomous star track shall angular rate validity date,F,  context_angular_rate_E context_validity_ECSS_E_ST_60_20CRev2 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920010,aid track data specify shall supply regularly spacecraft update rate accuracy agree customer,F, context_For_ECSS_E_ST_60_20CRev2  context_spacecraft_E context_accuracy_E context_customer_ECSS 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920011,unit input shall indicate,F,  context_unit_E 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920012,sensor autonomous star track capability shall minimum output position star image respect sensordefined reference frame measurement date,F,  context_frame_E context_capability_E context_measurement_date_ECSS_E_ST_60_20CRev2 context_star_image_ECSS_E_ST_60_20CRev2 context_reference_E 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920013,acquisition command shall supply minimum set input,F,  context_command_E 
ECSS_E_ST_60_20CRev1,ECSS-E-ST-60-20_0920013,acquisition command shall supply minimum set input note priori initial attitude information example initial quaternion restriction within celestial sphere supply ground capability refer assisted attitude determination,F,  context_command_E context_capability_E 
ECSS_E_ST_60_20CRev1,ECSS-E-ST-60-20_0920014,sensor autonomous attitude determination shall minimum output relative orientation define sensor reference frame respect define inertial reference frame note relative orientation usually express form normalize attitude quaternion measurement date validity index flag estimate validity determine attitude,F,  context_frame_E context_autonomous_attitude_determination_ECSS_E_ST_60_20CRev1 context_inertial_reference_frame_ECSS_E_ST_60_20CRev1 context_measurement_date_ECSS_E_ST_60_20CRev1 context_validity_ECSS_E_ST_60_20CRev1 context_reference_E 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920014,sensor autonomous attitude determination shall minimum output relative orientation define sensor reference frame respect define inertial reference frame measurement date validity index flag estimate validity determine attitude,F,  context_frame_E context_autonomous_attitude_determination_ECSS_E_ST_60_20CRev2 context_inertial_reference_frame_ECSS_E_ST_60_20CRev2 context_measurement_date_ECSS_E_ST_60_20CRev2 context_validity_ECSS_E_ST_60_20CRev2 context_reference_E 
ECSS_E_ST_60_20CRev1,ECSS-E-ST-60-20_0920015,minimum set input supply order initialize autonomous attitude track shall attitude quaternion dimension angular rate vector give angular rate sensor brf respect irf note vector express sensor brf validity date supply attitude angular rate,F, context_BRF_ECSS_E_ST_60_20CRev1  context_angular_rate_E context_validity_ECSS_E_ST_60_20CRev1 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920015,minimum set input supply order initialize autonomous attitude track shall attitude quaternion dimension angular rate vector give angular rate sensor brf respect irf validity date supply attitude angular rate,F, context_BRF_ECSS_E_ST_60_20CRev2  context_angular_rate_E context_validity_ECSS_E_ST_60_20CRev2 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920016,aid track data specify shall supply regularly spacecraft update rate accuracy agree customer,F, context_For_ECSS_E_ST_60_20CRev2  context_spacecraft_E context_accuracy_E context_customer_ECSS 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920017,except attitude quaternion unit input shall indicate,F,  context_unit_E 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920018,supplier shall document whether star sensor initialization use either internal initialization direct initialization,NF,  context_supplier_ECSS 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920019,sensor autonomous attitude track capability shall follow minimum output orientation sensor define reference frame respect inertially define reference frame nominally form attitude quaternion measurement date validity index flag estimate validity determine attitude measurement star magnitude track star image,F,  context_frame_E context_capability_E context_measurement_date_ECSS_E_ST_60_20CRev2 context_star_image_ECSS_E_ST_60_20CRev2 context_star_magnitude_ECSS_E_ST_60_20CRev2 context_validity_ECSS_E_ST_60_20CRev2 context_reference_E 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920020,sensor angular rate measurement capability shall follow minimum output instantaneous angular rate around boresight reference frame brf ax relative inertial space measurement date,F,  context_frame_E context_capability_E context_angular_rate_E context_angular_rate_measurement_ECSS_E_ST_60_20CRev2 context_boresight_reference_frame_ECSS_E_ST_60_20CRev2 context_measurement_date_ECSS_E_ST_60_20CRev2 context_reference_E 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920021,date measurement shall express scalar number indicate delay relative know external time reference agree customer,NF,  context_reference_E context_customer_ECSS 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920023,use image compression eg transmission shall document,F,  context_compression_E 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920024,supplier shall specify number bit per pixel use encode detector image,NF,  context_detector_ECSS_E_ST_60_20CRev2 context_supplier_ECSS 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920025,image output time shall verify test use hardware agree customer supplier,NF,  context_image_output_time_ECSS_E_ST_60_20CRev2 context_customer_ECSS context_supplier_ECSS context_test_E 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920026,sensor sun survivability capability shall withstand direct sun illumination along bore sight axis least give period time agree customer without subsequent permanent damage,NF,  context_capability_E context_sun_survivability_ECSS_E_ST_60_20CRev2 context_customer_ECSS 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920027,sensor sun survivability capability shall recover full quote performance sun aspect angle become greater sun exclusion angle,NF,  context_capability_E context_sun_survivability_ECSS_E_ST_60_20CRev2 context_aspect_angle_ECSS_E_ST_60_20CRev2 context_exclusion_angle_ECSS_E_ST_60_20CRev2 context_performance_ECSS 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920028,star camera shall include cartography minimum capability,F,  context_capability_E context_cartography_ECSS_E_ST_60_20CRev2 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920029,star tracker shall include follow minimum capability cartography star tracking,F,  context_capability_E context_cartography_ECSS_E_ST_60_20CRev2 context_star_tracking_ECSS_E_ST_60_20CRev2 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920030,autonomous star tracker shall include follow minimum capability autonomous attitude determination lose space solution autonomous attitude track internal initialization,F,  context_capability_E context_autonomous_attitude_determination_ECSS_E_ST_60_20CRev2 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920031,supplier shall document whether autonomous attitude determination capability repetitively use achieve autonomous attitude track,NF,  context_capability_E context_autonomous_attitude_determination_ECSS_E_ST_60_20CRev2 context_supplier_ECSS 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920090,supplier shall document type relativistic correction perform,NF,  context_supplier_ECSS 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920091,supplier shall document maximum error minimum frequency spacecraft velocity provide sensor,NF,  context_spacecraft_E context_supplier_ECSS 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920155,set core command define annex use,NF, context_I_E  context_command_E 
ECSS_E_ST_60_20CRev2,ECSS-E-ST-60-20_0920159,set core command telemetry define annex use,NF, context_I_E  context_command_E context_telemetry_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350001,gyro shall provide measurement mode,F,  context_mode_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350002,tm data provide unit shall unambiguously report gyro switch startup mode measurement mode,F, context_TM_ECSS_E_ST_60_21C  context_unit_E context_mode_E context_report_E context_switch_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350003,gyro shall perform healthcheck end initialization phase,F,  
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350004,health check shall comprise minimum communication memory processor function detector function,F,  context_function_E context_memory_E context_detector_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350005,gyro shall capable autonomously enter measurement mode power,F,  context_mode_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350006,shall possible power gyro time mode operation without cause damage,F,  context_operation_E context_mode_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350007,customer shall specify transition gyro operational mode phase transient behaviour,NF,  context_transient_E context_operational_E context_mode_E context_customer_ECSS 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350008,mode status shall present housekeep data,NF,  context_mode_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350009,reset capacity shall available commonly define supplier customer,F,  context_reset_E context_customer_ECSS context_supplier_ECSS 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350010,operating mode requirement shall verify test qualification acceptance test,NF,  context_mode_E context_acceptance_test_E context_acceptance_ECSS context_qualification_ECSS context_requirement_ECSS context_test_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350011,gyro channel shall provide valid inertial data interface bus switchon equipment within maximum specified duration angular rate within input range,F,  context_interface_E context_angular_rate_ECSS_E_ST_60_21C context_input_range_ECSS_E_ST_60_21C context_channel_E context_equipment_ECSS 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350012,startup performance specify clause shall achieve within maximum specified duration switchon,NF,  context_performance_ECSS 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350013,startup duration shall measure external mean,NF,  
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350014,startup requirement shall test whole range operational temperature dynamic,NF,  context_operational_E context_requirement_ECSS context_test_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350015,warmup performance specify clause shall achieve within maximum duration switchon,NF,  context_performance_ECSS 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350016,warmup duration shall measure external mean,NF,  
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350017,warmup requirement shall test whole range operational temperature dynamic,NF,  context_operational_E context_requirement_ECSS context_test_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350018,gyro shall capable perform measurement together associate validity check sample housekeep data frequency specify customer,F,  context_validity_E context_customer_ECSS 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350019,data output gyro channel shall date measurement relate clock reference,F,  context_reference_E context_channel_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350020,time tag counter use shall reset reading,F,  context_reset_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350021,output data shall time tag data collection mean frame counter time stamp,F,  context_frame_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350022,unit shall able work either synchronous mode continuous mode,NF,  context_unit_E context_mode_E context_continuous_mode_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350023,work continuous mode time correlation mechanism shall available relate gyro measurement date onboard time,F,  context_correlation_E context_mode_E context_continuous_mode_E context_mechanism_E context_measurement_date_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350024,work synchronous mode angular inertial data measurement acquisition shall synchronize external interrogation signal,F,  context_mode_E context_signal_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350025,gyro work synchronous mode external interrogation signal shall accuracy specify clause,NF,  context_accuracy_E context_mode_E context_signal_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350026,gyro work synchronous mode equipment shall offer also possibility choose synchronisation signal amongst two option synchronisation signal chosen data interface broadcast unicast data bus dedicate command serial link pulse synchro link interface,F,  context_interface_E context_command_E context_mode_E context_link_E context_signal_E context_broadcast_E context_unicast_E context_equipment_ECSS context_link_interface_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350035,gyro shall provide periodic housekeep data data require monitoring execution nominal foreseen contingency operation throughout entire mission lifetime,F,  context_mission_E context_operation_E context_lifetime_ECSS 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350036,gyro shall allow onrequest housekeep data acquisition,F,  
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350037,verification test shall perform test setup representative interface requirement specify customer,NF,  context_interface_E context_verification_E context_customer_ECSS context_requirement_ECSS context_test_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350038,unit shall provide information housekeep data allow real time detection single failure potentially degrading measurement performance gyro loss functionality,F,  context_unit_E context_failure_E context_performance_ECSS 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350039,analysis possible failure cover health status shall provide,F,  context_failure_E context_health_status_ECSS_E_ST_60_21C context_analysis_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350040,verification method failure diagnosis shall propose supplier agree customer,NF,  context_failure_E context_verification_E context_customer_ECSS context_supplier_ECSS 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350041,gyro test health status occurrence false alarm failure detection shall continuously monitor,NF,  context_failure_E context_health_status_ECSS_E_ST_60_21C context_test_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350042,measurement mode shall provide measurement data include angular rate angular increment cumulate angular increment health status data validity flag timetag,F,  context_mode_E context_angular_increment_ECSS_E_ST_60_21C context_angular_rate_ECSS_E_ST_60_21C context_health_status_ECSS_E_ST_60_21C context_validity_flag_ECSS_E_ST_60_21C context_validity_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350043,gyro shall output temperature measurement,F,  
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350044,internal filter compensation apply measurement raw filter compensate data shall provide,F,  
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350045,measurement bandwidth shall specify follow output angular rate unfiltered filtered angular increment unfiltered filter cumulated angular increment unfiltered,F,  context_angular_increment_ECSS_E_ST_60_21C context_angular_rate_ECSS_E_ST_60_21C 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350046,measurement mode functional requirement shall verify test,NF,  context_mode_E context_requirement_ECSS context_test_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350047,gyro shall provide test mode,F,  context_mode_E context_test_E 
ECSS_E_ST_60_21C,ECSS-E-ST-60-21_1350048,use test mode unit inflight shall specify necessary,F,  context_unit_E context_mode_E context_test_E 
